Attendance_Percentage,Quiz_Average,Marks,Assignment_Average,Weekly_Study_Hours,Average_Session_Duration,Engagement_Score,Sessions_Per_Week,Performance
78.8,55.64833333333333,81.33333333333333,31.6,9.2,61,87.6,8,High Performer
71.4,52.795,65.33333333333333,54.0,31.7,152,100.0,2,Average
71.1,52.281666666666666,56.333333333333336,50.8,15.9,176,93.7,14,Average
72.3,50.60833333333333,49.0,51.8,13.9,155,81.7,10,At Risk
76.7,64.19500000000001,50.333333333333336,68.6,32.2,145,100.0,9,Average
82.7,60.635,51.333333333333336,46.8,33.6,46,100.0,13,Average
69.0,60.39000000000001,46.0,57.2,29.1,138,100.0,12,At Risk
81.5,53.531666666666666,52.0,31.8,23.8,109,97.4,13,Average
77.4,63.89666666666667,43.333333333333336,56.0,27.7,87,100.0,6,At Risk
77.5,45.385,54.66666666666666,34.6,7.3,20,37.9,9,Average
75.7,60.68666666666667,58.0,45.4,14.8,164,76.4,2,Average
78.2,72.38333333333334,35.666666666666664,60.6,8.4,172,43.2,12,At Risk
78.1,48.580000000000005,54.333333333333336,54.6,24.0,144,94.0,8,Average
77.7,67.95666666666666,77.33333333333333,42.0,5.1,125,51.3,5,Average
79.3,55.4,59.0,65.4,22.4,81,100.0,6,Average
70.8,74.46,61.66666666666666,34.0,22.2,58,88.6,7,Average
65.4,57.38666666666666,48.0,32.8,19.1,68,100.0,5,At Risk
78.7,50.73666666666667,45.0,34.8,10.8,166,72.4,9,At Risk
68.6,61.31333333333333,81.0,54.8,18.3,34,98.9,13,High Performer
71.7,55.475,58.333333333333336,40.6,21.1,143,73.30000000000001,3,Average
79.2,50.46333333333333,52.333333333333336,58.0,10.1,37,44.3,14,Average
75.5,50.45666666666667,47.66666666666666,24.8,13.5,45,78.5,3,At Risk
74.2,61.305,57.333333333333336,13.6,14.6,171,61.8,6,Average
69.5,50.43333333333334,69.33333333333333,43.6,23.0,98,100.0,13,Average
78.5,74.74333333333334,43.66666666666666,63.2,30.6,85,100.0,6,At Risk
81.7,71.70333333333333,62.333333333333336,56.0,11.6,51,82.8,8,Average
62.0,59.10666666666666,76.33333333333333,42.6,12.1,168,88.3,13,Average
78.9,60.63,57.0,27.6,29.9,143,100.0,9,Average
74.9,61.88666666666666,35.666666666666664,41.2,29.8,25,100.0,10,At Risk
76.8,53.70666666666667,66.33333333333333,66.0,17.2,155,100.0,3,Average
76.7,52.23833333333334,40.66666666666666,47.6,20.7,75,90.1,11,At Risk
79.2,46.60666666666666,49.0,39.2,22.7,82,80.1,6,At Risk
72.3,44.86000000000001,39.66666666666666,50.6,8.8,145,42.400000000000006,11,At Risk
76.2,52.94,59.66666666666666,51.2,15.7,109,100.0,12,Average
72.1,66.62666666666667,65.0,33.0,23.3,96,100.0,11,Average
80.6,65.90166666666666,71.0,64.6,20.3,57,72.9,10,Average
80.5,50.36166666666667,65.0,21.4,6.5,139,39.5,3,Average
69.6,49.41666666666666,65.66666666666667,38.4,33.3,123,100.0,7,Average
73.0,73.135,52.333333333333336,47.4,17.2,171,100.0,8,Average
71.8,74.56166666666667,52.66666666666666,25.0,22.1,152,96.3,6,Average
76.9,63.803333333333335,38.66666666666666,43.8,6.6,158,41.8,10,At Risk
69.9,72.39999999999999,37.333333333333336,46.2,23.3,37,100.0,14,At Risk
73.6,52.71,72.66666666666667,42.2,14.5,56,91.5,2,Average
78.2,51.61666666666667,54.333333333333336,57.0,21.8,142,100.0,12,Average
74.5,81.90166666666666,57.333333333333336,42.0,34.4,80,100.0,12,Average
81.0,60.93666666666667,35.666666666666664,63.8,31.5,28,100.0,12,At Risk
75.8,54.36166666666666,78.66666666666667,28.2,34.4,141,100.0,13,Average
68.7,62.44333333333333,70.0,59.8,21.4,126,96.2,14,Average
77.4,51.821666666666665,80.0,38.6,15.4,155,78.2,10,High Performer
73.0,51.49666666666667,52.66666666666666,45.2,18.5,96,85.5,10,Average
85.2,67.325,62.0,32.4,12.2,144,76.6,12,Average
77.2,49.69166666666666,35.333333333333336,68.0,26.1,127,100.0,13,At Risk
76.5,53.95,60.333333333333336,42.4,23.9,161,100.0,8,Average
78.2,80.64,62.66666666666666,42.2,5.2,146,37.6,10,Average
68.3,51.098333333333336,31.0,48.8,23.1,26,83.30000000000001,6,At Risk
77.7,51.24166666666667,42.0,56.2,24.7,93,100.0,5,At Risk
75.5,72.36333333333333,72.0,44.8,7.9,51,37.7,2,Average
78.0,46.165,57.0,34.6,30.2,99,100.0,11,Average
79.8,50.19,84.33333333333333,49.0,15.3,78,75.9,13,High Performer
75.7,65.25333333333333,66.33333333333333,40.2,31.0,154,100.0,14,Average
75.5,53.30166666666667,45.66666666666666,28.8,32.3,167,100.0,10,At Risk
79.2,46.79,63.0,66.6,19.8,166,79.4,14,Average
75.3,51.095,64.33333333333333,52.2,33.3,138,100.0,13,Average
72.6,57.875,59.0,44.2,27.8,107,100.0,13,Average
74.8,73.00833333333334,47.66666666666666,46.2,16.3,180,58.900000000000006,4,At Risk
71.4,57.723333333333336,46.0,44.6,14.7,61,74.1,8,At Risk
71.9,51.55,59.66666666666666,37.4,13.1,131,67.3,11,Average
71.6,53.778333333333336,67.66666666666667,31.2,24.6,165,100.0,2,Average
73.3,59.48333333333333,65.66666666666667,28.6,20.1,103,100.0,3,Average
78.0,65.42666666666666,73.0,62.2,16.1,56,72.30000000000001,3,Average
74.1,70.64166666666667,55.0,35.6,27.1,112,100.0,9,Average
74.5,45.27,41.66666666666666,52.8,18.9,141,90.7,8,At Risk
68.1,81.16833333333334,34.0,36.4,16.2,106,76.6,5,At Risk
75.6,70.935,49.333333333333336,46.8,32.4,56,100.0,12,At Risk
74.0,56.25,56.66666666666666,44.4,20.1,84,100.0,5,Average
70.3,39.29,69.0,45.8,31.6,28,100.0,11,Average
75.9,70.05833333333334,55.66666666666666,27.0,34.7,81,100.0,12,Average
65.7,72.91333333333334,74.66666666666667,54.8,25.9,58,100.0,5,Average
68.7,64.28666666666668,90.0,44.4,11.8,178,53.400000000000006,3,High Performer
68.6,65.85166666666667,79.33333333333333,27.2,29.8,47,100.0,12,Average
75.0,58.95666666666667,63.66666666666666,34.6,24.8,76,100.0,2,Average
70.4,51.673333333333325,80.33333333333333,53.8,11.6,166,78.8,3,High Performer
58.7,74.725,42.333333333333336,31.6,11.9,90,83.7,10,At Risk
76.0,45.48333333333333,29.666666666666668,66.8,27.5,141,100.0,6,At Risk
83.5,60.23500000000001,72.33333333333333,65.2,12.9,87,56.7,9,Average
78.2,59.403333333333336,74.33333333333333,37.8,18.5,70,100.0,14,Average
71.3,56.935,72.0,54.2,18.4,83,95.2,6,Average
73.7,45.965,65.66666666666667,23.8,34.7,54,100.0,2,Average
80.3,68.02833333333334,70.66666666666667,45.6,14.6,120,59.8,14,Average
74.7,55.958333333333336,70.0,52.2,26.7,172,100.0,3,Average
71.4,55.57833333333334,61.0,12.0,15.9,120,89.7,6,Average
71.0,68.685,77.33333333333333,57.4,18.3,49,72.9,14,Average
79.4,61.79166666666666,59.333333333333336,47.8,15.1,149,89.3,3,Average
71.2,55.45666666666667,66.33333333333333,50.8,19.7,64,95.1,12,Average
69.4,63.01333333333334,73.0,41.4,31.7,94,100.0,7,Average
77.9,45.35333333333333,74.66666666666667,61.2,8.7,109,66.1,4,Average
69.6,66.09666666666668,61.66666666666666,56.4,12.5,162,73.5,7,Average
70.7,74.165,79.33333333333333,43.4,24.6,26,100.0,3,Average
78.5,76.86333333333333,59.66666666666666,43.2,27.6,34,96.8,13,Average
80.8,70.85833333333333,52.333333333333336,27.4,33.0,25,100.0,9,Average
73.2,72.21,58.333333333333336,41.4,16.2,76,94.6,3,Average
80.0,48.715,69.66666666666667,61.4,25.5,146,100.0,6,Average
78.8,55.74333333333333,56.333333333333336,51.2,26.0,117,100.0,8,Average
78.7,60.02666666666666,60.66666666666666,37.0,17.9,111,100.0,10,Average
70.0,62.46666666666667,62.66666666666666,31.0,17.0,156,63.0,5,Average
73.2,66.79833333333333,62.0,58.6,26.5,132,100.0,7,Average
70.0,68.54166666666667,67.33333333333333,55.8,32.3,30,100.0,11,Average
73.6,56.86333333333334,61.333333333333336,50.0,33.1,55,100.0,5,Average
76.0,66.21333333333332,78.33333333333333,19.4,21.4,33,100.0,9,Average
67.8,54.70166666666666,64.33333333333333,50.8,14.5,116,75.5,3,Average
72.9,75.19666666666667,54.0,31.6,11.6,31,64.8,11,Average
75.1,75.63666666666667,71.66666666666667,28.2,25.9,88,100.0,13,Average
73.0,55.935,76.66666666666667,44.2,17.1,117,100.0,2,Average
67.9,39.59166666666667,49.333333333333336,30.4,31.1,33,100.0,12,At Risk
66.6,70.60333333333334,34.666666666666664,31.0,26.4,41,100.0,13,At Risk
80.1,77.32666666666667,67.33333333333333,23.2,28.7,65,100.0,14,Average
70.9,62.30166666666667,62.66666666666666,71.8,34.6,172,100.0,9,Average
67.6,72.69333333333334,43.0,43.8,34.6,78,100.0,7,At Risk
75.7,51.376666666666665,41.333333333333336,62.8,20.8,23,100.0,2,At Risk
76.9,58.43666666666667,71.33333333333333,51.0,29.2,123,100.0,9,Average
68.2,55.56166666666667,78.33333333333333,60.8,17.9,37,99.7,5,Average
79.0,54.085,73.66666666666667,29.8,32.8,121,100.0,8,Average
64.9,47.39333333333334,71.33333333333333,29.8,7.5,171,82.5,11,Average
78.2,66.84333333333333,72.0,45.2,5.6,89,64.8,12,Average
74.8,54.55166666666667,58.333333333333336,67.0,30.5,157,100.0,10,Average
72.4,46.27,69.66666666666667,50.2,13.3,163,53.900000000000006,6,Average
76.4,48.29666666666666,66.66666666666667,41.8,8.4,104,83.2,4,Average
83.8,52.865,53.66666666666666,44.8,20.1,104,100.0,2,Average
73.5,69.86666666666666,67.0,51.6,33.5,36,100.0,9,Average
79.2,75.22833333333334,36.66666666666666,52.0,12.8,131,90.4,12,At Risk
72.4,51.10666666666666,35.666666666666664,50.2,26.8,152,100.0,14,At Risk
79.0,51.075,35.333333333333336,41.6,8.5,40,59.5,11,At Risk
77.5,61.178333333333335,86.66666666666667,33.4,19.4,50,74.19999999999999,11,High Performer
74.6,62.57,38.0,62.0,9.4,73,82.2,6,At Risk
68.9,55.23499999999999,78.66666666666667,43.0,20.8,97,100.0,5,Average
76.4,74.74666666666667,52.66666666666666,55.4,24.0,128,100.0,2,Average
83.8,51.77,29.666666666666668,46.8,10.1,162,54.3,3,At Risk
71.4,54.961666666666666,57.66666666666666,71.0,33.5,60,100.0,11,Average
78.2,72.32333333333334,39.66666666666666,40.8,11.3,101,91.9,8,At Risk
76.8,57.21666666666667,84.66666666666667,51.8,31.6,86,100.0,14,High Performer
74.9,54.595,56.333333333333336,37.0,5.7,170,27.1,14,Average
74.7,52.998333333333335,54.0,69.0,27.1,30,100.0,8,Average
67.3,48.61666666666667,62.66666666666666,44.2,18.1,102,100.0,11,Average
77.7,69.03333333333333,64.66666666666667,56.0,34.4,108,100.0,10,Average
81.9,67.01666666666667,60.66666666666666,45.0,22.3,109,100.0,2,Average
73.9,55.30166666666667,49.333333333333336,38.8,27.5,60,92.5,8,At Risk
78.4,60.74333333333333,54.333333333333336,45.6,19.1,173,69.30000000000001,4,Average
72.3,51.52666666666666,84.0,48.2,17.5,97,82.5,4,High Performer
71.5,63.94833333333333,67.33333333333333,51.0,25.7,164,100.0,5,Average
70.5,57.16666666666666,63.0,44.0,5.7,54,63.1,6,Average
72.6,62.41166666666667,32.0,36.0,16.6,75,95.8,5,At Risk
73.3,70.21166666666666,48.66666666666666,43.4,8.9,43,36.7,6,At Risk
69.9,74.255,57.333333333333336,54.0,25.4,118,94.2,13,Average
68.2,65.69833333333334,58.333333333333336,50.2,25.5,171,100.0,6,Average
76.6,66.63333333333334,73.66666666666667,46.6,12.7,174,98.1,8,Average
69.7,72.40666666666667,89.33333333333333,38.4,15.0,40,100.0,9,High Performer
68.8,60.34833333333333,67.0,47.4,34.4,155,100.0,14,Average
84.1,63.895,57.0,36.8,26.5,80,89.5,12,Average
83.0,64.65333333333334,61.333333333333336,31.4,5.2,171,73.6,13,Average
80.0,57.38166666666667,79.33333333333333,51.0,14.8,133,90.4,9,Average
85.2,50.98500000000001,64.66666666666667,45.4,12.3,113,80.9,10,Average
73.5,78.74166666666667,46.0,68.0,16.1,173,72.30000000000001,9,At Risk
78.6,63.11666666666667,65.0,41.4,13.1,69,51.3,12,Average
78.3,73.28666666666668,53.333333333333336,29.0,7.9,138,83.7,14,Average
69.9,74.155,66.0,62.8,23.1,34,100.0,4,Average
88.2,65.745,53.333333333333336,46.0,7.6,89,50.8,10,Average
72.5,53.47833333333333,71.0,44.6,10.4,80,85.2,2,Average
70.8,51.705000000000005,50.66666666666666,27.6,7.3,111,37.9,11,Average
70.3,59.76666666666667,68.0,62.8,27.8,64,100.0,6,Average
75.5,79.69666666666667,58.333333333333336,53.0,31.9,35,100.0,11,Average
77.3,62.975,56.0,37.4,28.4,138,100.0,14,Average
73.1,52.01333333333333,76.0,63.2,11.3,168,57.900000000000006,3,Average
74.1,66.08999999999999,89.0,42.4,9.6,147,72.8,8,High Performer
72.7,70.99333333333334,79.0,53.0,14.2,115,80.6,5,Average
72.3,53.445,71.66666666666667,11.6,25.7,53,91.1,7,Average
72.5,46.43666666666667,48.66666666666666,47.4,20.2,85,100.0,7,At Risk
72.5,70.28666666666666,38.0,45.0,10.6,112,69.8,6,At Risk
77.1,42.49333333333333,72.66666666666667,46.6,20.8,175,74.4,13,Average
89.6,55.965,52.333333333333336,34.0,15.5,117,88.5,4,Average
73.3,63.13666666666666,68.66666666666667,35.2,13.0,166,93.0,14,Average
73.4,62.52166666666667,66.66666666666667,41.2,11.2,119,87.6,2,Average
70.7,54.04999999999999,67.0,62.2,11.7,85,81.1,10,Average
79.7,72.79666666666667,44.66666666666666,53.8,23.6,104,96.8,13,At Risk
78.2,60.32833333333334,46.333333333333336,75.8,31.1,145,100.0,13,At Risk
71.4,67.51333333333334,42.0,21.8,29.6,167,100.0,2,At Risk
75.1,70.14,62.0,38.4,34.8,153,100.0,7,Average
71.2,68.325,53.333333333333336,36.6,19.8,58,71.4,13,Average
75.2,79.615,48.66666666666666,29.4,12.1,131,60.3,4,At Risk
69.1,49.825,62.66666666666666,34.6,16.2,119,68.6,8,Average
81.0,44.89333333333334,74.66666666666667,26.8,7.4,84,62.2,7,Average
73.2,57.68333333333334,41.0,39.6,12.4,143,53.2,12,At Risk
70.1,66.72833333333334,72.33333333333333,42.4,25.5,167,92.5,4,Average
76.2,66.32666666666667,69.0,18.0,20.3,74,100.0,4,Average
70.6,56.315,65.0,38.0,30.1,115,100.0,14,Average
75.6,70.49,58.333333333333336,46.8,24.5,89,100.0,2,Average
84.4,51.00333333333333,69.33333333333333,53.8,24.2,51,100.0,14,Average
76.6,77.37833333333333,68.33333333333333,33.4,13.4,117,86.2,14,Average
64.9,37.068333333333335,66.0,54.8,15.0,75,69.0,9,Average
71.5,54.803333333333335,58.333333333333336,54.2,7.8,92,49.4,9,Average
72.0,51.848333333333336,86.33333333333333,65.6,5.2,68,59.6,13,High Performer
73.1,53.555,53.66666666666666,45.4,32.0,82,100.0,5,Average
73.3,48.836666666666666,70.0,29.6,29.4,55,100.0,9,Average
70.2,49.09333333333333,52.66666666666666,21.0,15.3,70,95.9,5,Average
88.3,59.99166666666667,43.66666666666666,39.6,6.6,116,73.8,14,At Risk
72.8,52.90833333333333,65.66666666666667,49.2,11.4,88,82.2,2,Average
76.1,81.405,83.33333333333333,60.8,5.2,142,25.6,11,High Performer
77.5,67.78166666666667,56.333333333333336,48.8,9.9,100,43.7,5,Average
75.5,47.48166666666666,74.33333333333333,29.2,29.4,163,100.0,7,Average
74.8,66.3,51.0,36.4,33.6,151,100.0,5,Average
77.6,61.73166666666666,86.0,35.8,8.9,155,70.7,4,High Performer
73.0,62.01166666666666,78.66666666666667,35.6,13.5,138,82.5,9,Average
76.9,73.48166666666667,55.0,42.4,10.0,97,64.0,3,Average
76.2,52.55166666666667,62.333333333333336,46.8,34.0,70,100.0,2,Average
73.2,63.333333333333336,56.333333333333336,29.0,24.7,171,98.1,7,Average
77.3,46.41166666666666,76.0,34.4,10.7,21,54.1,2,Average
77.3,74.77499999999999,54.333333333333336,37.4,28.4,96,100.0,14,Average
77.6,67.32666666666667,51.66666666666666,62.6,9.1,81,77.3,6,Average
73.5,59.505,72.33333333333333,37.2,30.0,69,100.0,8,Average
71.5,54.00666666666667,59.0,56.6,17.9,160,85.69999999999999,9,Average
78.2,49.51499999999999,68.0,50.6,24.8,110,100.0,2,Average
72.3,62.906666666666666,60.333333333333336,52.8,8.9,160,68.7,6,Average
74.0,56.92333333333334,67.33333333333333,53.4,34.5,127,100.0,2,Average
73.9,67.72,55.0,32.8,24.6,101,100.0,9,Average
78.6,58.215,73.66666666666667,65.4,19.4,93,82.19999999999999,6,Average
83.5,63.26,58.66666666666666,41.4,29.6,145,100.0,9,Average
70.5,53.545,52.333333333333336,37.2,30.2,110,100.0,3,Average
75.1,78.44833333333334,64.33333333333333,52.4,27.5,139,100.0,5,Average
77.0,61.455000000000005,57.0,62.2,24.8,140,100.0,12,Average
75.8,54.99666666666667,68.0,53.2,8.0,30,48.0,11,Average
74.4,71.46,85.33333333333333,60.2,29.1,64,100.0,6,High Performer
85.7,62.09333333333333,53.0,67.4,13.9,84,81.7,13,Average
75.9,69.89166666666667,74.66666666666667,44.4,13.3,104,77.9,6,Average
80.9,40.873333333333335,48.333333333333336,48.0,21.2,108,100.0,11,At Risk
75.8,51.22166666666667,77.0,52.4,32.8,111,100.0,12,Average
77.6,57.653333333333336,59.66666666666666,72.6,20.8,29,92.4,3,Average
76.2,60.803333333333335,53.0,29.6,32.5,52,100.0,9,Average
73.0,46.5,43.333333333333336,76.2,15.2,167,55.6,10,At Risk
70.7,79.55833333333334,60.66666666666666,35.2,25.7,99,100.0,13,Average
78.7,56.63999999999999,74.66666666666667,34.8,14.0,97,72.0,5,Average
75.1,60.156666666666666,57.66666666666666,44.0,30.1,71,100.0,2,Average
73.1,61.49,60.0,12.6,15.0,164,83.0,10,Average
73.1,54.64833333333333,74.33333333333333,24.6,18.4,180,93.2,2,Average
75.8,71.89166666666667,61.333333333333336,18.6,24.2,117,100.0,6,Average
71.1,54.923333333333325,88.0,50.0,16.5,139,73.5,5,High Performer
69.7,74.115,79.0,70.0,5.4,30,26.200000000000003,14,Average
75.7,72.75,40.0,44.0,16.6,162,87.80000000000001,10,At Risk
74.2,82.02,61.66666666666666,50.0,7.4,37,52.2,4,Average
72.1,76.75166666666667,61.66666666666666,33.2,33.3,117,100.0,11,Average
76.3,62.60333333333333,65.66666666666667,63.4,31.9,81,100.0,12,Average
74.6,51.620000000000005,57.66666666666666,48.0,15.9,36,89.7,2,Average
78.6,66.40166666666667,54.0,54.0,27.5,87,100.0,14,Average
69.2,56.705000000000005,66.0,44.4,8.4,56,57.2,7,Average
68.0,62.248333333333335,31.33333333333333,28.8,19.3,121,100.0,11,At Risk
84.8,58.81333333333333,40.333333333333336,45.6,23.3,96,91.9,14,At Risk
83.2,54.82333333333333,64.0,35.0,15.0,28,77.0,2,Average
74.4,48.74,92.33333333333331,50.2,16.1,123,96.3,5,High Performer
69.4,65.26833333333333,32.333333333333336,25.4,5.3,88,59.9,12,At Risk
85.3,63.02,50.66666666666666,56.2,17.9,158,79.69999999999999,10,Average
77.5,66.37666666666667,77.0,48.8,31.9,28,100.0,11,Average
78.5,53.53,54.333333333333336,26.4,10.7,109,68.1,7,Average
83.4,51.196666666666665,53.333333333333336,45.0,15.2,77,100.0,5,Average
69.8,49.475,73.0,33.0,9.1,53,45.3,5,Average
73.3,59.23833333333334,54.333333333333336,54.4,27.4,33,100.0,6,Average
76.9,67.54833333333333,79.33333333333333,68.0,27.6,150,100.0,14,Average
76.4,63.93333333333334,54.0,44.4,12.3,81,66.9,9,Average
73.4,61.415,54.66666666666666,16.4,16.8,125,96.4,6,Average
75.4,64.32666666666667,68.66666666666667,19.8,22.8,31,100.0,13,Average
72.4,59.51833333333334,55.66666666666666,51.0,6.5,131,69.5,7,Average
76.8,45.77833333333333,52.0,71.2,11.4,30,90.2,9,Average
75.1,61.60333333333333,33.0,53.2,26.4,121,100.0,10,At Risk
78.4,66.21,57.333333333333336,40.2,14.2,29,76.6,10,Average
73.2,60.655,76.66666666666667,31.8,5.1,146,27.3,14,Average
77.1,80.99,40.0,40.4,10.9,92,90.7,3,At Risk
71.3,67.935,60.333333333333336,56.2,22.7,37,100.0,8,Average
75.4,76.64666666666666,48.66666666666666,27.4,17.6,50,64.80000000000001,2,At Risk
71.3,58.63166666666667,46.0,52.4,18.1,156,98.3,14,At Risk
74.6,61.82333333333333,63.0,29.4,29.2,157,100.0,9,Average
72.3,54.49,73.0,53.0,5.9,41,47.7,3,Average
82.6,52.83833333333333,78.33333333333333,58.0,15.4,91,86.2,7,Average
75.6,65.01666666666667,49.0,57.8,20.3,153,70.9,5,At Risk
78.7,69.37333333333333,32.0,44.8,30.7,84,100.0,10,At Risk
75.4,65.485,77.0,51.4,26.6,81,100.0,13,Average
74.3,58.50333333333333,40.333333333333336,43.8,7.5,176,60.5,7,At Risk
67.7,67.43666666666667,77.66666666666667,32.2,21.7,49,100.0,3,Average
68.6,51.870000000000005,66.66666666666667,54.0,15.6,162,100.0,13,Average
67.2,59.53333333333333,53.0,54.6,23.9,20,100.0,12,Average
70.8,54.23166666666666,50.333333333333336,17.0,21.4,108,84.19999999999999,4,Average
73.4,54.47166666666666,57.333333333333336,39.6,24.1,20,100.0,11,Average
70.9,54.14833333333333,52.66666666666666,56.4,10.9,130,64.7,8,Average
75.2,45.053333333333335,79.0,31.6,30.0,159,100.0,13,Average
71.6,66.02333333333333,60.0,42.8,30.5,66,100.0,4,Average
76.0,70.25833333333333,58.66666666666666,28.6,34.2,132,100.0,12,Average
66.3,52.20166666666668,68.66666666666667,47.2,5.8,101,27.4,12,Average
76.0,64.22166666666666,79.33333333333333,49.2,10.6,45,41.8,9,Average
74.3,46.778333333333336,72.0,62.0,19.2,146,97.6,7,Average
76.4,53.87166666666667,75.66666666666667,26.8,12.2,167,62.6,2,Average
79.4,56.778333333333336,64.0,45.8,11.8,101,91.4,7,Average
76.0,56.678333333333335,60.0,39.4,10.2,171,44.6,6,Average
80.3,70.86166666666666,62.66666666666666,30.0,19.0,56,97.0,6,Average
71.7,66.52499999999999,73.66666666666667,33.6,8.1,93,62.3,11,Average
73.6,88.34666666666668,39.66666666666666,45.4,34.5,142,100.0,11,At Risk
68.1,59.44333333333333,62.66666666666666,47.2,27.6,146,100.0,12,Average
72.3,52.583333333333336,89.66666666666667,33.4,6.3,64,48.9,7,High Performer
78.7,69.80333333333333,74.33333333333333,55.4,32.6,71,100.0,8,Average
70.4,57.26333333333333,76.0,43.2,27.6,65,96.8,3,Average
71.7,72.61833333333333,37.333333333333336,23.4,6.7,56,40.1,9,At Risk
68.7,49.153333333333336,83.0,62.6,29.5,83,100.0,8,High Performer
72.8,70.44666666666667,56.0,20.0,24.5,46,100.0,8,Average
73.7,45.85166666666667,86.33333333333333,42.0,6.5,106,47.5,4,High Performer
77.7,75.735,53.0,48.4,12.8,127,58.400000000000006,14,Average
71.2,54.09333333333333,50.66666666666666,60.4,16.4,61,81.19999999999999,5,Average
79.9,79.635,70.66666666666667,32.0,18.6,87,87.80000000000001,2,Average
78.4,58.955000000000005,46.333333333333336,54.6,11.2,125,67.6,3,At Risk
75.8,53.18666666666667,54.0,23.0,24.1,21,100.0,7,Average
82.2,67.11,54.333333333333336,34.4,33.5,152,100.0,9,Average
71.6,69.94833333333334,45.333333333333336,38.6,25.8,85,95.4,4,At Risk
69.9,65.89166666666667,44.66666666666666,60.0,21.7,104,79.1,7,At Risk
70.1,72.13166666666667,50.333333333333336,56.0,15.9,128,89.7,9,Average
68.6,53.321666666666665,49.0,52.4,17.6,136,66.80000000000001,9,At Risk
68.2,79.5,73.66666666666667,33.2,20.1,150,88.30000000000001,13,Average
77.2,69.02333333333333,62.0,44.6,29.3,83,99.9,7,Average
77.5,46.89666666666667,89.66666666666667,52.8,33.6,51,100.0,2,High Performer
74.2,61.48333333333333,73.33333333333333,37.0,5.3,46,53.9,4,Average
76.6,60.370000000000005,63.333333333333336,37.4,30.2,36,100.0,7,Average
85.9,61.38666666666666,42.333333333333336,57.0,14.7,97,96.1,13,At Risk
74.7,74.36666666666666,66.0,39.4,13.5,49,100.0,4,Average
74.6,56.855,83.66666666666667,26.0,10.7,159,76.1,11,High Performer
79.4,66.49166666666666,69.33333333333333,39.8,26.6,131,100.0,13,Average
72.9,64.02666666666666,59.0,37.8,26.0,59,100.0,7,Average
64.5,74.42,53.66666666666666,28.0,15.8,108,95.4,6,Average
80.7,72.44333333333333,58.66666666666666,24.0,30.6,136,100.0,4,Average
74.3,69.30833333333334,55.333333333333336,66.8,23.6,119,100.0,11,Average
72.4,63.51833333333334,54.333333333333336,63.0,14.1,116,68.3,14,Average
75.7,58.1,43.0,54.4,24.4,154,100.0,6,At Risk
70.2,40.90833333333333,55.333333333333336,38.2,22.3,144,82.9,5,Average
72.4,39.30166666666667,81.66666666666667,35.8,11.1,48,69.3,14,High Performer
68.3,65.07166666666667,61.333333333333336,27.6,31.9,26,100.0,3,Average
75.2,56.09333333333333,67.33333333333333,47.0,10.9,42,54.7,8,Average
76.2,74.09333333333333,68.66666666666667,36.6,29.3,134,100.0,12,Average
71.5,83.79,73.66666666666667,44.6,9.9,147,83.7,13,Average
73.6,58.88666666666666,86.66666666666667,36.0,14.5,113,57.5,14,High Performer
71.9,57.97166666666667,72.66666666666667,27.8,13.9,156,87.7,10,Average
69.7,65.47666666666667,48.0,7.8,14.4,79,73.2,12,At Risk
77.9,58.81,60.66666666666666,44.0,26.3,155,100.0,9,Average
74.0,65.92833333333333,84.33333333333333,31.8,6.2,89,46.6,11,High Performer
78.0,64.03,51.333333333333336,29.6,24.3,80,96.9,12,Average
73.0,60.36166666666667,67.66666666666667,50.0,13.9,87,53.7,7,Average
73.0,49.075,41.0,37.2,6.7,83,76.1,7,At Risk
80.5,57.225,46.333333333333336,44.8,33.9,135,100.0,7,At Risk
76.7,54.55666666666667,52.0,31.2,20.0,137,100.0,12,Average
73.2,46.93333333333334,72.66666666666667,56.2,33.2,144,100.0,6,Average
75.1,56.031666666666666,42.0,56.0,7.0,94,71.0,3,At Risk
69.3,58.59666666666667,66.66666666666667,46.8,6.5,132,37.5,2,Average
75.9,70.255,47.66666666666666,37.6,22.9,138,78.69999999999999,5,At Risk
76.6,44.705000000000005,77.0,70.2,22.2,106,100.0,7,Average
79.5,62.71,64.0,61.6,10.1,98,46.3,5,Average
70.2,62.928333333333335,69.0,30.0,31.0,146,100.0,11,Average
79.7,70.86166666666666,40.66666666666666,33.4,29.4,140,100.0,14,At Risk
76.3,74.67833333333333,37.333333333333336,72.6,28.1,50,100.0,6,At Risk
63.2,68.63833333333334,72.0,44.8,26.1,99,100.0,4,Average
73.6,62.33833333333333,27.33333333333333,24.8,11.1,122,59.3,13,At Risk
81.7,52.77166666666667,43.333333333333336,43.0,11.1,25,69.3,4,At Risk
76.2,54.43833333333333,59.66666666666666,36.8,25.7,129,100.0,11,Average
71.1,71.00833333333334,53.333333333333336,45.6,13.4,73,66.2,2,Average
74.2,55.906666666666666,67.33333333333333,37.6,9.3,115,81.9,10,Average
76.7,66.46333333333332,44.66666666666666,35.4,25.7,164,99.1,13,At Risk
65.2,61.03,56.333333333333336,27.4,9.8,161,77.4,7,Average
76.5,54.49,72.0,65.2,16.6,180,75.80000000000001,3,Average
77.3,60.07333333333333,69.0,49.6,16.9,107,68.69999999999999,3,Average
75.3,44.445,80.66666666666667,49.0,5.9,48,35.7,11,High Performer
