Student_ID,Video_ID,Subject,Chapter,Video_Length,Watch_Time,Percentage_Completed,Number_of_Replays,Completion_Status
STU0047,VID0371,Chemistry,Atoms,21,16,76.19,3,Partially Completed
STU0047,VID0372,Biology,Cell,30,16,53.33,1,Partially Completed
STU0047,VID0373,Physics,Electricity,36,28,77.78,2,Partially Completed
STU0047,VID0374,Biology,Genetics,68,64,94.12,2,Completed
STU0047,VID0375,Physics,Laws of Motion,68,15,22.06,5,Not Completed
STU0047,VID0376,Chemistry,Atoms,56,37,66.07,0,Partially Completed
STU0048,VID0377,Chemistry,Chemical Bonding,70,23,32.86,4,Not Completed
STU0048,VID0378,Chemistry,Atoms,24,19,79.17,3,Partially Completed
STU0048,VID0379,Mathematics,Trigonometry,86,28,32.56,4,Not Completed
STU0048,VID0380,Chemistry,Acids and Bases,20,10,50.0,3,Partially Completed
STU0048,VID0381,Chemistry,Atoms,58,43,74.14,4,Partially Completed
STU0048,VID0382,Biology,Plant Physiology,65,30,46.15,0,Not Completed
STU0048,VID0383,Biology,Cell,90,85,94.44,2,Completed
STU0048,VID0384,Physics,Laws of Motion,90,80,88.89,0,Partially Completed
STU0049,VID0385,Chemistry,Atoms,23,13,56.52,4,Partially Completed
STU0049,VID0386,Chemistry,Organic Chemistry,78,37,47.44,1,Not Completed
STU0049,VID0387,Biology,Plant Physiology,63,36,57.14,5,Partially Completed
STU0049,VID0388,Mathematics,Probability,71,47,66.2,2,Partially Completed
STU0049,VID0389,Mathematics,Calculus,43,12,27.91,4,Not Completed
STU0049,VID0390,Chemistry,Acids and Bases,40,24,60.0,0,Partially Completed
STU0049,VID0391,Mathematics,Calculus,56,36,64.29,5,Partially Completed
STU0049,VID0392,Biology,Cell,77,14,18.18,5,Not Completed
STU0050,VID0393,Biology,Human Body,38,31,81.58,4,Partially Completed
STU0050,VID0394,Mathematics,Calculus,29,22,75.86,4,Partially Completed
STU0050,VID0395,Mathematics,Calculus,28,18,64.29,0,Partially Completed
STU0050,VID0396,Biology,Cell,87,58,66.67,2,Partially Completed
STU0050,VID0397,Chemistry,Organic Chemistry,65,63,96.92,1,Completed
STU0050,VID0398,Mathematics,Algebra,85,53,62.35,1,Partially Completed
STU0050,VID0399,Physics,Laws of Motion,86,36,41.86,2,Not Completed
STU0050,VID0400,Mathematics,Algebra,27,10,37.04,2,Not Completed
STU0051,VID0401,Mathematics,Algebra,40,15,37.5,4,Not Completed
STU0051,VID0402,Mathematics,Trigonometry,45,20,44.44,5,Not Completed
STU0051,VID0403,Physics,Electricity,80,45,56.25,2,Partially Completed
STU0051,VID0404,Mathematics,Algebra,44,27,61.36,0,Partially Completed
STU0051,VID0405,Physics,Motion,79,47,59.49,1,Partially Completed
STU0051,VID0406,Mathematics,Calculus,83,34,40.96,4,Not Completed
STU0051,VID0407,Biology,Cell,40,27,67.5,2,Partially Completed
STU0051,VID0408,Biology,Human Body,72,38,52.78,3,Partially Completed
STU0052,VID0409,Mathematics,Calculus,51,18,35.29,0,Not Completed
STU0052,VID0410,Biology,Plant Physiology,59,47,79.66,2,Partially Completed
STU0052,VID0411,Chemistry,Atoms,83,13,15.66,5,Not Completed
STU0052,VID0412,Biology,Genetics,40,35,87.5,4,Partially Completed
STU0052,VID0413,Mathematics,Algebra,86,68,79.07,3,Partially Completed
STU0052,VID0414,Biology,Human Body,72,32,44.44,1,Not Completed
STU0052,VID0415,Mathematics,Calculus,86,81,94.19,1,Completed
STU0052,VID0416,Physics,Electricity,51,28,54.9,4,Partially Completed
STU0053,VID0417,Biology,Cell,77,36,46.75,2,Not Completed
STU0053,VID0418,Physics,Work and Energy,20,10,50.0,1,Partially Completed
STU0053,VID0419,Biology,Plant Physiology,64,62,96.88,3,Completed
STU0053,VID0420,Chemistry,Chemical Bonding,83,33,39.76,3,Not Completed
STU0053,VID0421,Biology,Genetics,69,14,20.29,4,Not Completed
STU0053,VID0422,Mathematics,Calculus,54,17,31.48,1,Not Completed
STU0053,VID0423,Mathematics,Probability,49,24,48.98,0,Not Completed
STU0053,VID0424,Chemistry,Atoms,90,65,72.22,5,Partially Completed
STU0054,VID0425,Biology,Plant Physiology,81,50,61.73,4,Partially Completed
STU0054,VID0426,Biology,Human Body,45,33,73.33,2,Partially Completed
STU0054,VID0427,Biology,Genetics,50,27,54.0,4,Partially Completed
STU0054,VID0428,Mathematics,Probability,49,32,65.31,2,Partially Completed
STU0054,VID0429,Biology,Plant Physiology,39,11,28.21,3,Not Completed
STU0054,VID0430,Mathematics,Trigonometry,39,25,64.1,2,Partially Completed
STU0054,VID0431,Biology,Genetics,61,32,52.46,4,Partially Completed
STU0054,VID0432,Physics,Electricity,26,12,46.15,5,Not Completed
STU0055,VID0433,Biology,Plant Physiology,69,66,95.65,3,Completed
STU0055,VID0434,Biology,Plant Physiology,35,20,57.14,5,Partially Completed
STU0055,VID0435,Chemistry,Organic Chemistry,22,20,90.91,5,Completed
STU0055,VID0436,Mathematics,Probability,37,20,54.05,4,Partially Completed
STU0055,VID0437,Biology,Plant Physiology,79,59,74.68,4,Partially Completed
STU0055,VID0438,Physics,Motion,24,22,91.67,1,Completed
STU0055,VID0439,Biology,Genetics,46,16,34.78,3,Not Completed
STU0055,VID0440,Chemistry,Atoms,73,52,71.23,1,Partially Completed
STU0056,VID0441,Mathematics,Calculus,60,45,75.0,3,Partially Completed
STU0056,VID0442,Chemistry,Chemical Bonding,67,18,26.87,2,Not Completed
STU0056,VID0443,Physics,Motion,43,15,34.88,4,Not Completed
STU0056,VID0444,Physics,Laws of Motion,71,28,39.44,3,Not Completed
STU0056,VID0445,Biology,Human Body,78,46,58.97,3,Partially Completed
STU0056,VID0446,Biology,Genetics,56,48,85.71,5,Partially Completed
STU0056,VID0447,Physics,Laws of Motion,64,12,18.75,0,Not Completed
STU0056,VID0448,Chemistry,Organic Chemistry,81,40,49.38,4,Not Completed
STU0057,VID0449,Chemistry,Atoms,33,29,87.88,5,Partially Completed
STU0057,VID0450,Biology,Cell,81,69,85.19,0,Partially Completed
STU0057,VID0451,Biology,Human Body,70,63,90.0,3,Completed
STU0057,VID0452,Chemistry,Chemical Bonding,90,17,18.89,4,Not Completed
STU0057,VID0453,Chemistry,Atoms,37,24,64.86,5,Partially Completed
STU0057,VID0454,Biology,Human Body,87,84,96.55,5,Completed
STU0057,VID0455,Chemistry,Organic Chemistry,80,75,93.75,4,Completed
STU0057,VID0456,Physics,Motion,45,11,24.44,2,Not Completed
STU0058,VID0457,Mathematics,Probability,32,15,46.88,4,Not Completed
STU0058,VID0458,Physics,Motion,73,68,93.15,3,Completed
STU0058,VID0459,Physics,Motion,51,40,78.43,0,Partially Completed
STU0058,VID0460,Physics,Electricity,32,10,31.25,1,Not Completed
STU0058,VID0461,Mathematics,Probability,64,20,31.25,4,Not Completed
STU0058,VID0462,Mathematics,Algebra,67,55,82.09,1,Partially Completed
STU0058,VID0463,Biology,Human Body,28,10,35.71,5,Not Completed
STU0058,VID0464,Chemistry,Chemical Bonding,84,78,92.86,2,Completed
STU0059,VID0465,Biology,Human Body,79,79,100.0,0,Completed
STU0059,VID0466,Mathematics,Probability,69,40,57.97,5,Partially Completed
STU0059,VID0467,Physics,Work and Energy,84,65,77.38,3,Partially Completed
STU0059,VID0468,Biology,Plant Physiology,36,20,55.56,3,Partially Completed
STU0059,VID0469,Chemistry,Acids and Bases,51,22,43.14,3,Not Completed
STU0059,VID0470,Physics,Motion,79,75,94.94,3,Completed
STU0059,VID0471,Biology,Genetics,30,11,36.67,0,Not Completed
STU0059,VID0472,Chemistry,Organic Chemistry,82,78,95.12,2,Completed
STU0060,VID0473,Physics,Work and Energy,35,27,77.14,3,Partially Completed
STU0060,VID0474,Mathematics,Probability,80,19,23.75,4,Not Completed
STU0060,VID0475,Chemistry,Organic Chemistry,87,77,88.51,4,Partially Completed
STU0060,VID0476,Mathematics,Probability,88,72,81.82,1,Partially Completed
STU0060,VID0477,Chemistry,Organic Chemistry,54,34,62.96,0,Partially Completed
STU0060,VID0478,Biology,Human Body,88,54,61.36,0,Partially Completed
STU0060,VID0479,Chemistry,Organic Chemistry,30,15,50.0,5,Partially Completed
STU0060,VID0480,Biology,Human Body,47,15,31.91,1,Not Completed
STU0061,VID0481,Physics,Motion,65,48,73.85,2,Partially Completed
STU0061,VID0482,Chemistry,Atoms,71,50,70.42,5,Partially Completed
STU0061,VID0483,Chemistry,Acids and Bases,33,32,96.97,5,Completed
STU0061,VID0484,Physics,Work and Energy,69,23,33.33,2,Not Completed
STU0061,VID0485,Physics,Work and Energy,40,35,87.5,5,Partially Completed
STU0061,VID0486,Physics,Motion,44,10,22.73,5,Not Completed
STU0061,VID0487,Biology,Human Body,32,13,40.62,4,Not Completed
STU0061,VID0488,Biology,Human Body,38,35,92.11,4,Completed
STU0062,VID0489,Chemistry,Atoms,57,25,43.86,5,Not Completed
STU0062,VID0490,Biology,Cell,80,47,58.75,3,Partially Completed
STU0062,VID0491,Biology,Genetics,34,14,41.18,4,Not Completed
STU0062,VID0492,Physics,Electricity,47,47,100.0,4,Completed
STU0062,VID0493,Biology,Plant Physiology,87,78,89.66,4,Partially Completed
STU0062,VID0494,Biology,Genetics,42,27,64.29,3,Partially Completed
STU0062,VID0495,Chemistry,Chemical Bonding,59,54,91.53,3,Completed
STU0062,VID0496,Biology,Genetics,63,18,28.57,5,Not Completed
STU0063,VID0497,Mathematics,Probability,73,40,54.79,0,Partially Completed
STU0063,VID0498,Physics,Electricity,85,82,96.47,1,Completed
STU0063,VID0499,Chemistry,Organic Chemistry,63,57,90.48,0,Completed
STU0063,VID0500,Chemistry,Acids and Bases,21,18,85.71,1,Partially Completed
STU0063,VID0501,Mathematics,Calculus,83,19,22.89,1,Not Completed
STU0063,VID0502,Mathematics,Probability,46,12,26.09,3,Not Completed
STU0063,VID0503,Chemistry,Organic Chemistry,35,26,74.29,0,Partially Completed
STU0063,VID0504,Biology,Human Body,45,28,62.22,5,Partially Completed
STU0064,VID0505,Biology,Genetics,85,43,50.59,4,Partially Completed
STU0064,VID0506,Biology,Genetics,57,17,29.82,2,Not Completed
STU0064,VID0507,Chemistry,Chemical Bonding,35,35,100.0,1,Completed
STU0064,VID0508,Mathematics,Trigonometry,72,50,69.44,5,Partially Completed
STU0064,VID0509,Biology,Plant Physiology,85,38,44.71,0,Not Completed
STU0064,VID0510,Physics,Electricity,36,18,50.0,0,Partially Completed
STU0064,VID0511,Physics,Laws of Motion,31,11,35.48,4,Not Completed
STU0064,VID0512,Chemistry,Atoms,47,24,51.06,0,Partially Completed
STU0065,VID0513,Chemistry,Acids and Bases,77,69,89.61,2,Partially Completed
STU0065,VID0514,Mathematics,Probability,42,41,97.62,5,Completed
STU0065,VID0515,Biology,Genetics,68,53,77.94,5,Partially Completed
STU0065,VID0516,Mathematics,Trigonometry,39,26,66.67,1,Partially Completed
STU0065,VID0517,Biology,Genetics,75,61,81.33,3,Partially Completed
STU0065,VID0518,Chemistry,Atoms,31,17,54.84,3,Partially Completed
STU0065,VID0519,Biology,Genetics,81,23,28.4,5,Not Completed
STU0065,VID0520,Chemistry,Organic Chemistry,82,78,95.12,4,Completed
STU0066,VID0521,Mathematics,Trigonometry,48,22,45.83,5,Not Completed
STU0066,VID0522,Biology,Human Body,53,52,98.11,5,Completed
STU0066,VID0523,Mathematics,Probability,89,29,32.58,1,Not Completed
STU0066,VID0524,Mathematics,Algebra,53,45,84.91,3,Partially Completed
STU0066,VID0525,Biology,Plant Physiology,32,18,56.25,5,Partially Completed
STU0066,VID0526,Physics,Laws of Motion,23,18,78.26,5,Partially Completed
STU0066,VID0527,Biology,Genetics,84,28,33.33,2,Not Completed
STU0066,VID0528,Mathematics,Probability,27,18,66.67,1,Partially Completed
STU0067,VID0529,Physics,Work and Energy,63,55,87.3,3,Partially Completed
STU0067,VID0530,Chemistry,Acids and Bases,38,37,97.37,1,Completed
STU0067,VID0531,Mathematics,Calculus,85,74,87.06,5,Partially Completed
STU0067,VID0532,Chemistry,Acids and Bases,28,14,50.0,0,Partially Completed
STU0067,VID0533,Chemistry,Atoms,47,42,89.36,2,Partially Completed
STU0067,VID0534,Physics,Motion,52,49,94.23,4,Completed
STU0067,VID0535,Biology,Genetics,50,15,30.0,1,Not Completed
STU0067,VID0536,Physics,Work and Energy,39,31,79.49,3,Partially Completed
STU0068,VID0537,Physics,Work and Energy,69,25,36.23,4,Not Completed
STU0068,VID0538,Chemistry,Acids and Bases,73,53,72.6,2,Partially Completed
STU0068,VID0539,Mathematics,Algebra,80,10,12.5,5,Not Completed
STU0068,VID0540,Biology,Human Body,41,40,97.56,1,Completed
STU0068,VID0541,Biology,Plant Physiology,53,31,58.49,1,Partially Completed
STU0068,VID0542,Biology,Human Body,54,17,31.48,4,Not Completed
STU0068,VID0543,Chemistry,Acids and Bases,88,61,69.32,5,Partially Completed
STU0068,VID0544,Physics,Motion,34,27,79.41,0,Partially Completed
STU0069,VID0545,Physics,Motion,41,11,26.83,1,Not Completed
STU0069,VID0546,Physics,Electricity,23,17,73.91,5,Partially Completed
STU0069,VID0547,Chemistry,Atoms,68,35,51.47,1,Partially Completed
STU0069,VID0548,Physics,Motion,62,16,25.81,4,Not Completed
STU0069,VID0549,Chemistry,Chemical Bonding,43,43,100.0,0,Completed
STU0069,VID0550,Chemistry,Acids and Bases,65,18,27.69,2,Not Completed
STU0069,VID0551,Chemistry,Chemical Bonding,23,22,95.65,4,Completed
STU0069,VID0552,Physics,Laws of Motion,47,31,65.96,4,Partially Completed
STU0070,VID0553,Chemistry,Chemical Bonding,51,43,84.31,4,Partially Completed
STU0070,VID0554,Mathematics,Probability,60,53,88.33,4,Partially Completed
STU0070,VID0555,Biology,Genetics,81,59,72.84,5,Partially Completed
STU0070,VID0556,Physics,Laws of Motion,40,40,100.0,2,Completed
STU0070,VID0557,Biology,Cell,20,10,50.0,0,Partially Completed
STU0070,VID0558,Physics,Electricity,55,52,94.55,4,Completed
STU0070,VID0559,Chemistry,Acids and Bases,65,19,29.23,0,Not Completed
STU0070,VID0560,Mathematics,Probability,27,24,88.89,2,Partially Completed
STU0071,VID0561,Chemistry,Acids and Bases,47,22,46.81,3,Not Completed
STU0071,VID0562,Physics,Motion,34,28,82.35,3,Partially Completed
STU0071,VID0563,Mathematics,Algebra,26,14,53.85,3,Partially Completed
STU0071,VID0564,Mathematics,Trigonometry,32,21,65.62,3,Partially Completed
STU0071,VID0565,Physics,Laws of Motion,32,30,93.75,5,Completed
STU0071,VID0566,Biology,Cell,55,10,18.18,1,Not Completed
STU0071,VID0567,Biology,Human Body,79,63,79.75,1,Partially Completed
STU0071,VID0568,Mathematics,Probability,60,29,48.33,3,Not Completed
STU0072,VID0569,Biology,Genetics,30,28,93.33,1,Completed
STU0072,VID0570,Mathematics,Trigonometry,78,29,37.18,0,Not Completed
STU0072,VID0571,Chemistry,Atoms,37,21,56.76,3,Partially Completed
STU0072,VID0572,Biology,Genetics,32,31,96.88,4,Completed
STU0072,VID0573,Chemistry,Organic Chemistry,81,10,12.35,5,Not Completed
STU0072,VID0574,Mathematics,Probability,48,34,70.83,0,Partially Completed
STU0072,VID0575,Chemistry,Chemical Bonding,30,13,43.33,1,Not Completed
STU0072,VID0576,Biology,Cell,39,26,66.67,2,Partially Completed
STU0073,VID0577,Physics,Laws of Motion,39,15,38.46,5,Not Completed
STU0073,VID0578,Mathematics,Calculus,85,69,81.18,3,Partially Completed
STU0073,VID0579,Mathematics,Trigonometry,54,17,31.48,2,Not Completed
STU0073,VID0580,Physics,Work and Energy,55,25,45.45,1,Not Completed
STU0073,VID0581,Chemistry,Atoms,50,32,64.0,0,Partially Completed
STU0073,VID0582,Mathematics,Probability,89,31,34.83,5,Not Completed
STU0073,VID0583,Physics,Work and Energy,40,18,45.0,1,Not Completed
STU0073,VID0584,Mathematics,Calculus,42,24,57.14,2,Partially Completed
STU0074,VID0585,Biology,Genetics,49,23,46.94,0,Not Completed
STU0074,VID0586,Physics,Work and Energy,29,29,100.0,3,Completed
STU0074,VID0587,Physics,Electricity,28,12,42.86,1,Not Completed
STU0074,VID0588,Chemistry,Atoms,68,24,35.29,5,Not Completed
STU0074,VID0589,Physics,Motion,33,32,96.97,3,Completed
STU0074,VID0590,Biology,Plant Physiology,39,17,43.59,4,Not Completed
STU0074,VID0591,Mathematics,Probability,64,37,57.81,0,Partially Completed
STU0074,VID0592,Chemistry,Atoms,47,12,25.53,3,Not Completed
STU0075,VID0593,Biology,Cell,59,24,40.68,1,Not Completed
STU0075,VID0594,Physics,Electricity,36,10,27.78,3,Not Completed
STU0075,VID0595,Chemistry,Organic Chemistry,41,37,90.24,1,Completed
STU0075,VID0596,Mathematics,Trigonometry,86,46,53.49,1,Partially Completed
STU0075,VID0597,Biology,Plant Physiology,58,54,93.1,2,Completed
STU0075,VID0598,Physics,Electricity,36,22,61.11,1,Partially Completed
STU0075,VID0599,Physics,Electricity,63,47,74.6,4,Partially Completed
STU0075,VID0600,Chemistry,Chemical Bonding,41,19,46.34,1,Not Completed
STU0076,VID0601,Physics,Electricity,81,70,86.42,1,Partially Completed
STU0076,VID0602,Biology,Genetics,57,47,82.46,1,Partially Completed
STU0076,VID0603,Mathematics,Algebra,53,35,66.04,3,Partially Completed
STU0076,VID0604,Mathematics,Calculus,63,40,63.49,4,Partially Completed
STU0076,VID0605,Biology,Plant Physiology,90,16,17.78,3,Not Completed
STU0076,VID0606,Biology,Cell,68,58,85.29,4,Partially Completed
STU0076,VID0607,Biology,Cell,90,55,61.11,3,Partially Completed
STU0076,VID0608,Mathematics,Probability,69,66,95.65,1,Completed
STU0077,VID0609,Biology,Genetics,42,24,57.14,4,Partially Completed
STU0077,VID0610,Mathematics,Algebra,29,11,37.93,3,Not Completed
STU0077,VID0611,Mathematics,Calculus,88,10,11.36,4,Not Completed
STU0077,VID0612,Mathematics,Algebra,73,63,86.3,1,Partially Completed
STU0077,VID0613,Mathematics,Trigonometry,74,33,44.59,5,Not Completed
STU0077,VID0614,Physics,Work and Energy,39,20,51.28,2,Partially Completed
STU0077,VID0615,Biology,Plant Physiology,90,21,23.33,4,Not Completed
STU0077,VID0616,Mathematics,Trigonometry,71,22,30.99,5,Not Completed
STU0078,VID0617,Mathematics,Probability,34,18,52.94,3,Partially Completed
STU0078,VID0618,Mathematics,Trigonometry,78,17,21.79,1,Not Completed
STU0078,VID0619,Biology,Cell,66,35,53.03,4,Partially Completed
STU0078,VID0620,Physics,Work and Energy,52,21,40.38,2,Not Completed
STU0078,VID0621,Biology,Human Body,36,33,91.67,5,Completed
STU0078,VID0622,Physics,Work and Energy,74,73,98.65,4,Completed
STU0078,VID0623,Biology,Human Body,55,43,78.18,4,Partially Completed
STU0078,VID0624,Chemistry,Acids and Bases,69,12,17.39,4,Not Completed
STU0079,VID0625,Chemistry,Chemical Bonding,34,26,76.47,0,Partially Completed
STU0079,VID0626,Physics,Work and Energy,89,25,28.09,4,Not Completed
STU0079,VID0627,Mathematics,Algebra,24,16,66.67,4,Partially Completed
STU0079,VID0628,Biology,Human Body,74,41,55.41,5,Partially Completed
STU0079,VID0629,Mathematics,Algebra,22,16,72.73,5,Partially Completed
STU0079,VID0630,Chemistry,Chemical Bonding,59,40,67.8,5,Partially Completed
STU0079,VID0631,Chemistry,Chemical Bonding,41,41,100.0,0,Completed
STU0079,VID0632,Physics,Laws of Motion,77,32,41.56,5,Not Completed
STU0080,VID0633,Chemistry,Atoms,89,86,96.63,5,Completed
STU0080,VID0634,Mathematics,Trigonometry,64,64,100.0,1,Completed
STU0080,VID0635,Biology,Plant Physiology,83,69,83.13,0,Partially Completed
STU0080,VID0636,Mathematics,Algebra,67,52,77.61,1,Partially Completed
STU0080,VID0637,Biology,Cell,31,27,87.1,5,Partially Completed
STU0080,VID0638,Biology,Plant Physiology,38,19,50.0,3,Partially Completed
STU0080,VID0639,Biology,Cell,60,55,91.67,2,Completed
STU0080,VID0640,Chemistry,Organic Chemistry,54,48,88.89,2,Partially Completed
STU0081,VID0641,Biology,Human Body,52,28,53.85,0,Partially Completed
STU0081,VID0642,Physics,Work and Energy,33,30,90.91,4,Completed
STU0081,VID0643,Mathematics,Calculus,63,33,52.38,2,Partially Completed
STU0081,VID0644,Mathematics,Trigonometry,73,27,36.99,1,Not Completed
STU0081,VID0645,Physics,Work and Energy,78,22,28.21,5,Not Completed
STU0081,VID0646,Physics,Electricity,33,26,78.79,2,Partially Completed
STU0081,VID0647,Chemistry,Organic Chemistry,64,56,87.5,0,Partially Completed
STU0081,VID0648,Biology,Cell,29,25,86.21,1,Partially Completed
STU0082,VID0649,Biology,Genetics,42,41,97.62,0,Completed
STU0082,VID0650,Chemistry,Acids and Bases,52,32,61.54,5,Partially Completed
STU0082,VID0651,Mathematics,Trigonometry,75,70,93.33,3,Completed
STU0082,VID0652,Physics,Work and Energy,53,19,35.85,2,Not Completed
STU0082,VID0653,Chemistry,Organic Chemistry,52,16,30.77,2,Not Completed
STU0082,VID0654,Biology,Cell,40,16,40.0,4,Not Completed
STU0082,VID0655,Biology,Plant Physiology,28,14,50.0,4,Partially Completed
STU0082,VID0656,Mathematics,Calculus,55,34,61.82,2,Partially Completed
STU0083,VID0657,Physics,Electricity,79,37,46.84,1,Not Completed
STU0083,VID0658,Chemistry,Chemical Bonding,56,18,32.14,4,Not Completed
STU0083,VID0659,Chemistry,Chemical Bonding,45,44,97.78,2,Completed
STU0083,VID0660,Biology,Human Body,63,45,71.43,3,Partially Completed
STU0083,VID0661,Biology,Plant Physiology,45,40,88.89,5,Partially Completed
STU0083,VID0662,Chemistry,Acids and Bases,87,70,80.46,5,Partially Completed
STU0083,VID0663,Chemistry,Acids and Bases,60,49,81.67,1,Partially Completed
